Parameter,Value,name,mcs ( in DL),retx (# of retransmissions requested by the UE),txok (# of successful transmissions),"bit rate (average bitrate (at the MAC layer), in bits per second in DL)",snr,mcs (UL),rxko (# of retransmissions requested by the gNB),rxok (# of received uplink transport blocks without error),bitrate UL(mbps),# of iterations of the†LDPC decoder
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,688,0.593,14.1,10.8,17,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,753,0.656,14,10.9,18,1881,8.16,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,780,0.678,14.8,10.8,21,1878,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,781,0.681,13,10.7,18,1881,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,681,0.583,14.3,10.8,17,1881,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,679,0.586,14.4,10.9,19,1877,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,686,0.598,14,10.7,19,1880,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,8,692,0.592,13.8,10.9,18,1878,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,689,0.591,14.2,10.7,19,1880,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,674,0.581,14.6,10.9,21,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,690,0.596,13.6,10.9,16,1883,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,695,0.603,14.1,10.9,19,1878,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,736,0.641,14.1,10.9,18,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,811,0.715,13.4,10.8,20,1878,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,800,0.697,14.1,10.8,17,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,692,0.599,14.2,10.9,18,1882,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,683,0.583,14.3,10.8,20,1878,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,7,684,0.582,14.2,10.9,19,1878,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,665,0.587,14.6,10.7,19,1879,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,8,673,0.574,14.5,10.8,18,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,682,0.588,13.4,10.9,20,1876,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,694,0.6,14,10.8,19,1879,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,693,0.599,14.5,10.8,17,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,717,0.614,13.8,10.9,17,1882,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,811,0.702,14.1,10.8,19,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,10,816,0.698,13.8,10.9,21,1876,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,700,0.606,13.3,10.8,19,1878,8.1,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,672,0.583,14,10.8,16,1882,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,667,0.582,13.7,10.7,21,1878,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,691,0.599,14.6,10.8,16,1883,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,6,687,0.604,13.8,10.8,20,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,689,0.601,14.3,10.9,19,1880,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,693,0.607,13.8,10.8,17,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,695,0.6,14.1,10.9,19,1877,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,690,0.597,14,10.8,19,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,812,0.713,14,10.8,20,1878,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,7,800,0.714,13.8,10.8,18,1881,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,688,0.607,14,10.8,18,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,691,0.603,14.1,10.8,20,1879,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,691,0.603,14.5,10.8,20,1876,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,687,0.598,13.1,10.8,17,1880,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,677,0.592,13.9,10.5,18,1880,7.97,3.1
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,695,0.606,14.8,10.9,19,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,674,0.59,14,10.8,19,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,682,0.589,13.4,10.8,17,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,6,770,0.681,13.5,10.8,19,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,764,0.669,13.6,10.8,19,1879,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,6,695,0.617,13.3,10.8,19,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,684,0.594,14.5,10.8,16,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,670,0.573,14,10.7,21,1878,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,687,0.599,13.1,10.7,18,1881,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,675,0.587,13.7,10.7,18,1880,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,683,0.595,14,10.8,20,1878,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,684,0.598,13.5,10.7,18,1881,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,7,681,0.608,13.8,10.8,19,1878,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,674,0.584,13.8,10.7,18,1880,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,764,0.665,14.6,10.9,19,1879,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,809,0.719,14.5,10.8,18,1881,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,10,776,0.677,13.7,10.8,20,1875,8.1,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,688,0.584,13.8,10.8,17,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,684,0.589,14.3,10.9,19,1880,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,681,0.6,14.2,10.8,20,1877,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,681,0.589,15,10.8,17,1883,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,689,0.604,14.1,10.9,18,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,690,0.599,13.3,10.8,20,1877,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,690,0.603,13,10.8,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,694,0.605,13.9,10.9,16,1880,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,731,0.641,14.3,10.8,21,1873,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,813,0.712,14.2,10.8,19,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,805,0.702,13.5,10.8,19,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,707,0.618,14.4,10.8,16,1883,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,683,0.595,14.1,10.9,19,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,686,0.593,14,10.8,20,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,686,0.595,14.1,10.9,19,1881,8.16,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,5,703,0.613,13.5,10.8,17,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,687,0.6,14.3,10.9,19,1879,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,691,0.599,13.9,10.9,19,1879,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,692,0.6,13.9,10.8,20,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,5,702,0.614,13.4,10.8,19,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,10,867,0.757,13.8,10.8,17,1883,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,815,0.713,13.8,10.8,19,1878,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,717,0.622,14,10.8,18,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,682,0.582,14.6,10.8,17,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,682,0.593,13.9,10.6,21,1876,8,3.2
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,681,0.595,13.8,10.8,18,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,693,0.604,13.7,10.8,17,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,700,0.608,13.6,10.9,19,1878,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,688,0.596,13.1,10.9,19,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,690,0.599,14.3,10.9,20,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,685,0.591,13.5,10.9,19,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,833,0.724,13.6,10.9,17,1881,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,810,0.714,13.4,10.8,20,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,714,0.615,14.1,10.8,19,1880,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,686,0.6,13.1,10.7,19,1880,8.07,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,690,0.592,13.6,11,16,1883,8.2,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,7,674,0.597,13.9,10.8,21,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,694,0.61,13.4,10.8,16,1883,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,682,0.596,14.2,10.9,19,1880,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,691,0.598,13.6,10.9,19,1880,8.16,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,684,0.596,13.7,10.8,20,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,682,0.595,14.3,10.7,17,1882,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,9,818,0.703,14.3,10.9,22,1874,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,826,0.717,15.5,10.8,17,1883,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,693,0.601,14.2,10.8,17,1882,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,673,0.59,13.9,10.8,18,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,682,0.597,13.2,10.8,18,1882,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,683,0.589,14,10.9,21,1876,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,681,0.587,13.8,10.7,20,1880,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,682,0.597,14,10.8,18,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,693,0.596,13.5,10.9,16,1884,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,691,0.599,14.1,10.8,20,1877,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,4,684,0.585,14.3,10.9,18,1881,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,797,0.705,14.5,10.9,20,1879,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,9,803,0.696,14.8,10.8,16,1883,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,714,0.62,13.9,10.9,20,1879,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,682,0.599,14.1,10.9,18,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,690,0.605,13.3,10.9,19,1881,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,7,684,0.603,13.5,10.9,19,1881,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.2,8,693,0.61,14.3,10.8,18,1878,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,680,0.594,14.8,10.8,21,1876,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,689,0.596,13.6,10.8,20,1879,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,688,0.604,14.3,10.8,15,1884,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,699,0.607,13.4,10.9,19,1879,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,780,0.671,13.6,10.9,18,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,817,0.712,14.4,10.9,21,1876,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,694,0.602,14.6,10.8,18,1881,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.3,7,675,0.597,13.8,10.8,17,1882,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,689,0.586,13.4,10.8,20,1876,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,689,0.604,14.1,10.8,19,1879,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,698,0.604,14,10.7,17,1881,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.9,0,522,0.435,13.3,7.8,16,1229,4.11,2.1
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,9,656,0.561,12.6,9,0,1900,7.18,2.1
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,687,0.592,13.8,10.2,4,1895,7.86,2.7
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,683,0.584,13.6,10.7,20,1879,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,680,0.585,14.3,10.8,17,1880,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,680,0.581,13.7,10.8,17,1882,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.9,7,678,0.566,14.4,10.9,22,1875,8.15,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,6,681,0.587,13.9,10.7,18,1879,8.05,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,697,0.599,14.1,10.9,19,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,6,685,0.59,13.9,10.8,19,1878,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,690,0.596,13.4,10.8,18,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,813,0.704,13.7,10.8,18,1882,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,22.8,8,826,0.683,14,10.9,17,1882,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,10,744,0.649,14,10.9,21,1877,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,4,684,0.581,13.5,10.8,18,1881,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,682,0.585,14.2,10.7,19,1876,8.04,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,9,688,0.593,14.3,10.8,18,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,687,0.588,14.3,10.8,20,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,688,0.596,14.5,10.8,17,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,686,0.591,14.4,10.8,18,1880,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,683,0.593,14.4,10.9,20,1879,8.13,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,6,687,0.591,14.1,10.8,19,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,9,819,0.71,14.5,10.8,17,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,779,0.673,14.4,10.8,21,1876,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,9,800,0.68,13.9,10.8,18,1881,8.08,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,5,725,0.623,14.3,10.7,20,1877,8.03,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,692,0.602,14.3,10.8,17,1881,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,8,688,0.603,13.8,10.8,18,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,682,0.583,14.2,10.8,19,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,5,684,0.582,14.7,10.8,17,1881,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,10,687,0.586,14,10.9,20,1877,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,5,683,0.591,14.4,10.8,19,1879,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,689,0.596,14.7,10.9,17,1878,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.5,7,675,0.581,14.5,10.8,19,1878,8.11,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.1,7,729,0.612,14.1,10.8,20,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.2,8,790,0.667,14.6,10.8,18,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.4,6,784,0.669,14.9,10.8,19,1881,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.1,9,699,0.585,13.5,10.9,17,1881,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.1,7,680,0.572,13.9,10.9,21,1878,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.1,6,672,0.565,13.7,10.8,18,1880,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,700,0.606,14.3,10.8,17,1881,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,7,681,0.59,13.9,10.9,21,1878,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,6,694,0.601,14,10.8,17,1881,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,681,0.582,15,10.9,19,1879,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,695,0.609,13.5,10.9,17,1882,8.16,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,8,757,0.651,14.2,10.8,20,1876,8.06,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,9,834,0.733,13.7,10.8,18,1880,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,8,782,0.674,14.1,10.9,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.3,5,681,0.574,13.6,10.8,18,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,8,679,0.595,14.2,10.9,19,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,685,0.597,14.6,10.8,19,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,694,0.599,14,10.9,18,1880,8.16,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,690,0.599,14.3,10.9,19,1877,8.15,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,678,0.591,13.9,10.8,18,1881,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,685,0.599,14,10.7,18,1881,8.07,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,7,684,0.589,13.5,10.9,20,1880,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,721,0.633,14.6,10.8,17,1882,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,10,822,0.714,12.7,10.8,19,1878,8.08,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,797,0.696,14.2,10.9,18,1879,8.14,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,9,694,0.611,14.5,10.8,21,1878,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,5,675,0.588,13.7,10.8,19,1881,8.13,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,671,0.581,13.8,10.7,16,1882,8.06,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,7,679,0.588,13,10.8,21,1871,8.09,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,6,677,0.587,14,10.8,18,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,684,0.601,14.3,10.8,18,1882,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,688,0.601,13.8,10.8,18,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,690,0.601,13.5,10.8,18,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,7,695,0.607,14.2,10.9,19,1880,8.17,3.6
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,8,827,0.724,14.2,10.8,20,1878,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.7,9,790,0.681,14.4,10.9,20,1878,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,725,0.631,14,10.8,16,1883,8.12,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.8,8,694,0.598,13.6,10.8,19,1880,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,683,0.593,14.1,10.8,19,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,699,0.609,13.7,10.8,19,1879,8.09,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,7,689,0.601,13.8,10.8,19,1879,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,694,0.601,14,10.8,17,1882,8.11,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,677,0.586,15.3,10.7,20,1876,8.03,3.3
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24,6,695,0.604,14.4,10.8,18,1880,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,24.1,6,677,0.594,13.2,10.8,20,1879,8.12,3.5
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.6,10,817,0.703,13,10.8,18,1879,8.1,3.4
UL_Number of Physical Resource Blocks (PRBs),24,ul_PRB_24,23.9,7,794,0.688,14.1,10.8,19,1880,8.09,3.4
